"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	434	556.5	154	"Alive"
"2"	17	442	565	209	"Alive"
"3"	18	441.5	583	152	"Alive"
"4"	19	435.5	581	158	"Alive"
"5"	20	433.5	574.5	143	"Alive"
"6"	21	426	569.5	151	"Alive"
"7"	22	436.5	570	316	"UnStained"
"8"	23	435	588.5	226	"Alive"
"9"	24	437.5	612	176	"Alive"
"10"	25	434.5	616.5	99	"Alive"
"11"	26	450	614.5	93	"Alive"
"12"	27	449.5	618	166	"Alive"
"13"	28	450	617.5	99	"Alive"
"14"	29	439	621.5	224	"Alive"
"15"	30	431.5	620.5	94	"Alive"
"16"	31	445	610	239	"Alive"
"17"	32	437.5	604	158	"Dead"
"18"	33	430.5	591.5	174	"Alive"
"19"	34	422.5	585	178	"Dead"
"20"	35	427.5	579	254	"Dead"
