"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	782.5	991.5	204	"Alive"
"2"	4	776.5	985.5	235	"Alive"
"3"	5	807.5	1032	141	"Transitional"
"4"	6	800.5	1040.5	160	"Alive"
"5"	7	796	1036	368	"Alive"
"6"	8	794.5	1013	177	"Alive"
"7"	9	800	1019.5	200	"Alive"
"8"	10	799	1016	181	"Alive"
"9"	11	809	1027	150	"Alive"
"10"	12	809.5	1032	151	"Alive"
"11"	13	789.5	1033.5	184	"Alive"
"12"	14	780	1048.5	125	"Alive"
"13"	15	778	1037.5	165	"Alive"
"14"	16	771	1042.5	35	"Alive"
"15"	17	746.5	1041	114	"Alive"
