"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	293.5	171	203	"Alive"
"2"	7	278.5	166.5	217	"Alive"
"3"	8	261	173.5	505	"Alive"
"4"	9	250	176.5	126	"Alive"
"5"	10	240.5	176.5	139	"Alive"
"6"	11	233	170.5	173	"Alive"
"7"	12	224.5	173.5	188	"Alive"
"8"	13	218.5	185.5	174	"Alive"
"9"	14	230	188.5	156	"Alive"
"10"	15	235.5	180.5	144	"Alive"
"11"	16	246.5	170.5	169	"Alive"
"12"	17	248	161	168	"Alive"
"13"	18	254	158	159	"Alive"
"14"	19	271	157	154	"Alive"
"15"	20	279	157	125	"Alive"
"16"	21	285	163	123	"Alive"
"17"	22	288	155.5	145	"Alive"
"18"	23	273.5	139	134	"Alive"
