"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	795	334	213	"Alive"
"2"	19	776.5	337.5	209	"Alive"
"3"	20	783.5	341.5	174	"Alive"
"4"	21	777	337.5	110	"Alive"
"5"	22	768.5	341	108	"Alive"
"6"	23	756.5	355	167	"Alive"
"7"	24	769	361	149	"Alive"
"8"	25	772.5	360.5	282	"Alive"
"9"	26	770.5	354	134	"Alive"
"10"	27	777	347.5	98	"Alive"
"11"	28	774.5	350.5	176	"Alive"
"12"	29	776	350.5	112	"Alive"
"13"	30	766	351.5	293	"Alive"
"14"	31	773	357.5	227	"Dead"
"15"	32	773.5	361.5	97	"Dead"
"16"	33	773	361	123	"Dead"
"17"	34	773	361.5	146	"Dead"
"18"	35	761.5	368	264	"Alive"
"19"	36	763.5	364	372	"Dead"
