"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	160.5	534	164	"Alive"
"2"	7	156.5	543	205	"Alive"
"3"	8	147	530.5	187	"Alive"
"4"	9	143	549	257	"Alive"
"5"	10	128.5	552	204	"Alive"
"6"	11	148	567.5	199	"Alive"
"7"	12	136	560.5	152	"Alive"
"8"	13	143	552.5	153	"Alive"
"9"	14	147.5	545	172	"Alive"
"10"	15	161	530	194	"Alive"
"11"	16	165	524	154	"Alive"
"12"	17	165	513.5	124	"Alive"
"13"	18	158.5	499	156	"Alive"
"14"	19	148	508.5	129	"Alive"
"15"	20	138.5	505.5	130	"Alive"
"16"	21	116.5	499	181	"Alive"
