"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1192.5	1028	96	"Alive"
"2"	12	1183	1042.5	155	"Alive"
"3"	13	1176.5	1039.5	89	"Alive"
"4"	14	1180	1041	199	"Alive"
"5"	15	1174	1031	187	"Alive"
"6"	16	1182.5	1029.5	163	"Alive"
"7"	17	1202.5	1018	120	"Alive"
"8"	18	1211.5	1000	124	"Alive"
"9"	19	1198	992.5	159	"Alive"
"10"	20	1191.5	1007	107	"Alive"
"11"	21	1177.5	995.5	131	"Alive"
"12"	22	1167	990	155	"Alive"
"13"	23	1164.5	976	123	"Alive"
"14"	24	1155	963	147	"Alive"
"15"	25	1149.5	956	120	"Alive"
"16"	26	1158.5	960.5	121	"Alive"
"17"	27	1164	959	108	"Alive"
"18"	28	1169.5	963.5	92	"Alive"
"19"	29	1170.5	962	82	"Alive"
