"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	1003.5	907.5	131	"Alive"
"2"	9	1014.5	896.5	158	"Alive"
"3"	10	1000	912	234	"Alive"
"4"	11	1001	917.5	208	"Alive"
"5"	12	996	930	258	"Alive"
"6"	13	996.5	939	192	"Alive"
"7"	14	1008.5	938.5	175	"Alive"
"8"	15	1018	933	158	"Alive"
"9"	16	1012	935.5	163	"Alive"
"10"	17	1006.5	937.5	200	"Alive"
"11"	18	1007	959.5	130	"UnStained"
"12"	19	1016.5	935.5	108	"Alive"
"13"	20	1021.5	954	132	"Alive"
"14"	21	1026.5	965.5	152	"Alive"
"15"	22	1033.5	962	167	"Alive"
"16"	23	1043.5	957	159	"Alive"
"17"	24	1049.5	966	106	"Dead"
"18"	25	1065	960.5	139	"Alive"
