"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	746.5	216	112	"Alive"
"2"	12	745	180	276	"Alive"
"3"	13	733	171.5	139	"Alive"
"4"	14	709.5	176.5	206	"Alive"
"5"	15	713	196	164	"Alive"
"6"	16	698.5	214.5	146	"Alive"
"7"	17	708.5	202	184	"Alive"
"8"	18	695	188.5	175	"Alive"
"9"	19	707	176	182	"Alive"
"10"	20	714.5	193.5	144	"Alive"
"11"	21	705.5	195.5	126	"Alive"
"12"	22	713.5	189.5	167	"Alive"
"13"	23	710.5	193	100	"Alive"
"14"	24	716.5	190	154	"Alive"
"15"	25	712	196.5	229	"Alive"
