"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1407.5	869.5	99	"Alive"
"2"	20	1408.5	875.5	153	"Alive"
"3"	21	1411	878.5	89	"Alive"
"4"	22	1411	865.5	307	"Alive"
"5"	23	1401	865	85	"Alive"
"6"	24	1405.5	864	214	"Alive"
"7"	25	1405.5	864.5	183	"Alive"
"8"	26	1397	862.5	260	"Alive"
"9"	27	1425	856.5	108	"Alive"
"10"	28	1416.5	857	95	"Alive"
"11"	29	1417	861.5	187	"Transitional"
"12"	30	1416.5	860.5	136	"Alive"
"13"	31	1409	846.5	78	"Alive"
"14"	32	1409.5	842.5	176	"Alive"
