"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1399	85.5	146	"Alive"
"2"	16	1395	66	110	"UnStained"
"3"	17	1389	90.5	129	"Alive"
"4"	18	1392.5	86	157	"Alive"
"5"	19	1402	82.5	171	"Alive"
"6"	20	1400.5	82.5	172	"Alive"
"7"	21	1405	71.5	189	"Alive"
"8"	22	1431.5	91.5	84	"Alive"
"9"	23	1413.5	71	142	"Alive"
"10"	24	1415.5	71.5	147	"Alive"
"11"	25	1419	70.5	298	"Alive"
"12"	26	1429.5	60.5	211	"Alive"
"13"	27	1433	69	99	"Alive"
"14"	28	1432	62	79	"Alive"
"15"	29	1435	71	125	"Alive"
"16"	30	1428.5	71.5	256	"Alive"
"17"	31	1435	83	237	"Alive"
"18"	32	1428.5	87	163	"Alive"
"19"	33	1440.5	92.5	94	"Alive"
"20"	34	1424.5	86.5	114	"Alive"
