"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1178	407.5	116	"Alive"
"2"	20	1175	395	139	"Alive"
"3"	21	1176	390	163	"Alive"
"4"	22	1178.5	395.5	168	"Alive"
"5"	23	1166.5	408	474	"Alive"
"6"	24	1174.5	412.5	124	"Alive"
"7"	25	1170	412.5	128	"Alive"
"8"	26	1169.5	409	202	"Alive"
"9"	27	1172	415	95	"Alive"
"10"	28	1166	421.5	120	"Alive"
"11"	29	1175	429.5	136	"Alive"
"12"	30	1172.5	430	109	"Alive"
"13"	31	1159	422.5	125	"Alive"
"14"	32	1162	421	125	"Alive"
"15"	33	1158.5	422.5	224	"Alive"
"16"	34	1143	406.5	101	"Alive"
"17"	35	1153	413	265	"Alive"
