"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	821.5	465	108	"Alive"
"2"	20	847.5	462	107	"Alive"
"3"	21	832.5	460	153	"Alive"
"4"	22	837	458	102	"Alive"
"5"	23	826	449.5	155	"Alive"
"6"	24	841.5	450.5	248	"Alive"
"7"	25	841	452.5	265	"Alive"
"8"	26	834.5	457.5	101	"Alive"
"9"	27	828	451.5	125	"Alive"
"10"	28	819	444.5	102	"Dead"
"11"	29	818.5	446	135	"Alive"
"12"	30	804.5	441.5	114	"Alive"
"13"	31	795	441	110	"Alive"
"14"	32	792.5	436.5	102	"Alive"
"15"	33	784	436	144	"Alive"
"16"	34	788	436.5	101	"Alive"
"17"	35	791	435.5	90	"Alive"
"18"	36	786.5	440	112	"Alive"
