"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	1024.5	1057	184	"Alive"
"2"	15	1021.5	1042	31	"Alive"
"3"	16	996.5	1041	83	"Alive"
"4"	17	999.5	1023	178	"Alive"
"5"	18	1005.5	1034	168	"Alive"
"6"	19	977	1037	110	"Alive"
"7"	20	987	1036.5	155	"Alive"
"8"	21	985.5	1035	144	"Alive"
"9"	22	986	1037	175	"Alive"
"10"	23	986	1034.5	171	"Alive"
"11"	24	981	1033.5	201	"Alive"
"12"	25	980	1011	124	"Alive"
"13"	26	984	1014.5	107	"Alive"
"14"	27	992.5	1008	405	"Alive"
"15"	28	965.5	1005.5	109	"Alive"
"16"	29	971.5	1004	98	"Alive"
"17"	30	965.5	1001.5	216	"Alive"
"18"	31	975	1005.5	90	"Alive"
"19"	32	974	1003	103	"Alive"
