"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	489	228	102	"Transitional"
"2"	5	482.5	246	180	"Alive"
"3"	6	491.5	241	207	"Alive"
"4"	7	486	245	209	"Alive"
"5"	8	492.5	238.5	227	"Alive"
"6"	9	490	228.5	211	"Alive"
"7"	10	487	197.5	199	"Alive"
"8"	11	476	201	153	"Alive"
"9"	12	480.5	209.5	169	"Alive"
"10"	13	472.5	214	162	"Alive"
"11"	14	474.5	214	207	"Alive"
"12"	15	472.5	208	193	"Alive"
"13"	16	454.5	222.5	133	"Alive"
"14"	17	437.5	219.5	179	"Alive"
"15"	18	444	210.5	138	"Alive"
"16"	19	457.5	198.5	146	"Alive"
"17"	20	441.5	206	178	"Alive"
"18"	21	427	205.5	130	"Alive"
"19"	22	428	215.5	190	"Alive"
