"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1311	906	128	"Alive"
"2"	19	1320	912.5	149	"Alive"
"3"	20	1313	914.5	122	"Alive"
"4"	21	1305.5	921.5	140	"Alive"
"5"	22	1307	918.5	142	"Alive"
"6"	23	1294	915	93	"Alive"
"7"	24	1292	900.5	123	"Alive"
"8"	25	1289	909.5	127	"Alive"
"9"	26	1274	900.5	101	"Alive"
"10"	27	1271.5	899	126	"Alive"
"11"	28	1273.5	895	153	"Alive"
"12"	29	1296	896	74	"Alive"
"13"	30	1298.5	898	97	"Alive"
"14"	31	1300	892.5	90	"Alive"
"15"	32	1310.5	895	103	"Alive"
"16"	33	1310	897	184	"Alive"
"17"	34	1311	894.5	162	"Alive"
"18"	35	1314	883.5	575	"Alive"
"19"	36	1314.5	878.5	235	"Alive"
"20"	37	1315	878	193	"Alive"
"21"	38	1316	876	266	"Alive"
