"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1179.5	1006.5	163	"Alive"
"2"	19	1177	982	144	"Alive"
"3"	20	1173	971.5	139	"Alive"
"4"	21	1162.5	966	144	"Alive"
"5"	22	1162	967	167	"Alive"
"6"	23	1169	979	121	"Alive"
"7"	24	1184.5	984	173	"Alive"
"8"	25	1188.5	990.5	171	"Alive"
"9"	26	1191	993	113	"Alive"
"10"	27	1190.5	990	102	"Alive"
"11"	28	1199.5	999	147	"Alive"
"12"	29	1205	993.5	90	"Alive"
"13"	30	1204	989.5	111	"Alive"
"14"	31	1203	992.5	112	"Alive"
"15"	32	1192.5	981	131	"Alive"
"16"	33	1200.5	972	217	"Alive"
"17"	34	1204.5	977	107	"Alive"
"18"	35	1206	979.5	88	"Alive"
