"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	1395	1035.5	146	"Alive"
"2"	18	1365	1043.5	94	"Alive"
"3"	19	1365	1031.5	122	"Alive"
"4"	20	1377.5	1029.5	115	"Alive"
"5"	21	1371.5	1035	125	"Alive"
"6"	22	1360.5	1044	108	"Alive"
"7"	23	1364.5	1039.5	110	"Alive"
"8"	24	1375	1023.5	141	"Alive"
"9"	25	1365	1018	136	"Alive"
"10"	26	1370.5	1016.5	88	"Alive"
"11"	27	1358	1030.5	131	"Alive"
"12"	28	1364	1044	120	"Alive"
"13"	29	1372	1048	127	"Alive"
"14"	30	1358	1037.5	113	"Alive"
