"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	29.5	345.5	136	"Alive"
"2"	22	29	337.5	369	"Alive"
"3"	23	34	341	836	"Alive"
"4"	24	26.5	345.5	98	"Alive"
"5"	25	30.5	344	93	"Alive"
"6"	26	47.5	339	125	"Alive"
"7"	27	45.5	340	105	"Alive"
"8"	28	45.5	341	119	"Alive"
"9"	29	45	331	105	"Alive"
"10"	30	55	341.5	118	"Alive"
"11"	31	61.5	322	114	"Alive"
"12"	32	65.5	322.5	98	"Alive"
"13"	33	64	326.5	232	"Alive"
"14"	34	69.5	306.5	225	"Alive"
"15"	35	71.5	316	111	"Alive"
"16"	36	73	315.5	122	"Alive"
"17"	37	73	318	115	"Alive"
