"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	1118.5	738	100	"Alive"
"2"	21	1124.5	734	97	"Alive"
"3"	22	1139.5	723.5	107	"Alive"
"4"	23	1130	733	113	"Alive"
"5"	24	1139.5	735.5	119	"Alive"
"6"	25	1143	730	264	"Dead"
"7"	26	1145	727.5	115	"Dead"
"8"	27	1138.5	721.5	329	"Dead"
"9"	28	1135.5	727.5	121	"Dead"
"10"	29	1135.5	733.5	163	"Dead"
"11"	30	1127.5	720.5	710	"Dead"
"12"	31	1124.5	718	337	"Dead"
"13"	32	1122.5	712.5	554	"Dead"
"14"	33	1125.5	715	402	"Dead"
"15"	34	1119	708.5	148	"Dead"
"16"	35	1129	714.5	267	"Dead"
"17"	36	1136.5	722.5	89	"Alive"
"18"	37	1124.5	725.5	142	"Dead"
"19"	38	1131	728.5	337	"Dead"
