"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	395	465.5	112	"Alive"
"2"	6	375	462	149	"Alive"
"3"	7	372	459.5	158	"Alive"
"4"	8	363	450.5	195	"Alive"
"5"	9	375.5	454.5	209	"Alive"
"6"	10	362	474	195	"Alive"
"7"	11	373	469	193	"Alive"
"8"	12	373	468.5	222	"Alive"
"9"	13	352	462	112	"Alive"
"10"	14	364.5	465.5	114	"Alive"
"11"	15	370.5	458	142	"Alive"
"12"	16	362.5	452	142	"Alive"
"13"	17	363.5	451.5	172	"Alive"
"14"	18	362.5	448.5	176	"Alive"
"15"	19	364.5	453	296	"Alive"
"16"	20	358	475	108	"Alive"
"17"	21	362	458	117	"Alive"
"18"	22	369	457.5	124	"Alive"
