"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	636	332.5	224	"Alive"
"2"	14	638	353.5	190	"Alive"
"3"	15	649.5	352	194	"Alive"
"4"	16	655	351	212	"Alive"
"5"	17	655.5	352.5	201	"Alive"
"6"	18	653.5	365	274	"Alive"
"7"	19	659	353.5	188	"Alive"
"8"	20	652.5	346.5	139	"Alive"
"9"	21	651.5	340.5	127	"Alive"
"10"	22	638.5	349.5	170	"Dead"
"11"	23	642.5	349.5	139	"Alive"
"12"	24	634	351.5	381	"Dead"
"13"	25	632	352	301	"Dead"
"14"	26	639	354.5	82	"Alive"
"15"	27	637	350.5	164	"Alive"
"16"	28	648.5	349.5	239	"Alive"
"17"	29	632	348.5	180	"Alive"
"18"	30	640	359.5	280	"Alive"
"19"	31	637	355.5	114	"Alive"
"20"	32	632.5	346.5	156	"Alive"
"21"	33	630	353	239	"Alive"
