"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	855	326	126	"Alive"
"2"	23	859.5	328.5	172	"Alive"
"3"	24	859.5	319	94	"Alive"
"4"	25	856	331.5	109	"Alive"
"5"	26	870.5	314.5	117	"Alive"
"6"	27	853	313	177	"Alive"
"7"	28	840.5	325.5	189	"Alive"
"8"	29	848	326	110	"Alive"
"9"	30	848.5	311.5	93	"Alive"
"10"	31	862	304	90	"Alive"
"11"	32	871	303.5	103	"Alive"
"12"	33	869.5	301.5	95	"Alive"
"13"	34	874.5	317	70	"Alive"
"14"	35	878.5	314.5	76	"Alive"
"15"	36	880	319	77	"Alive"
"16"	37	886.5	315.5	172	"Alive"
