"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	1094.5	217.5	216	"Transitional"
"2"	3	1113.5	224.5	197	"Alive"
"3"	4	1113	236.5	186	"Alive"
"4"	5	1110.5	242	206	"Alive"
"5"	6	1097	248.5	214	"Alive"
"6"	7	1083	262	211	"Transitional"
"7"	8	1085	254	240	"Alive"
"8"	9	1081.5	241.5	214	"Alive"
"9"	10	1094	232	257	"Transitional"
"10"	11	1074	251.5	157	"Alive"
"11"	12	1072.5	268	185	"Alive"
"12"	13	1080	276	186	"Alive"
"13"	14	1065	276.5	192	"Alive"
"14"	15	1086.5	281	183	"Alive"
"15"	16	1082	274	368	"Alive"
