"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	859	90	171	"Alive"
"2"	20	866.5	83.5	171	"Alive"
"3"	21	861.5	72.5	197	"Alive"
"4"	22	865.5	58	173	"Alive"
"5"	23	856	43	111	"Alive"
"6"	24	849	43.5	178	"Alive"
"7"	25	853	30.5	122	"Alive"
"8"	26	870	47	114	"Alive"
"9"	27	877.5	36.5	106	"Alive"
"10"	28	878.5	62.5	155	"Alive"
"11"	29	877.5	60.5	198	"Alive"
"12"	30	871.5	47	118	"Alive"
"13"	31	864.5	32	92	"Alive"
"14"	32	867	35	179	"Alive"
"15"	33	873.5	21.5	246	"Alive"
"16"	34	872.5	24	176	"Alive"
"17"	35	872.5	23	302	"Alive"
"18"	36	874.5	29.5	132	"Alive"
