"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	766.5	89	161	"Alive"
"2"	20	753	83	150	"Alive"
"3"	21	743.5	80.5	147	"Alive"
"4"	22	735	81	140	"Alive"
"5"	23	732.5	87	139	"Alive"
"6"	24	737.5	91	97	"Alive"
"7"	25	737.5	99.5	143	"Alive"
"8"	26	737.5	90.5	119	"Alive"
"9"	27	729.5	86	117	"Alive"
"10"	28	734.5	95	94	"Alive"
"11"	29	721.5	115.5	116	"Alive"
"12"	30	728.5	116.5	125	"Alive"
"13"	31	739.5	105	96	"Alive"
"14"	32	739.5	108	96	"Alive"
"15"	33	742.5	112.5	106	"Alive"
"16"	34	738.5	112.5	90	"Alive"
