"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1156	18	91	"Dead"
"2"	20	1141.5	12	157	"Dead"
"3"	21	1142	18	135	"Dead"
"4"	22	1132	15.5	121	"Dead"
"5"	23	1146	19.5	150	"Dead"
"6"	24	1152	29.5	122	"Dead"
"7"	25	1143.5	19	249	"Dead"
"8"	26	1135.5	36.5	144	"Dead"
"9"	27	1126.5	34	237	"Dead"
"10"	28	1124.5	33	116	"Dead"
"11"	29	1129	37	144	"Alive"
"12"	30	1119.5	12	151	"Alive"
"13"	31	1124.5	23.5	69	"Alive"
"14"	32	1124.5	26.5	126	"Alive"
"15"	33	1112	11.5	91	"Alive"
"16"	34	1112	25.5	240	"Alive"
"17"	35	1126.5	15.5	185	"Alive"
"18"	36	1125.5	22	111	"Alive"
