"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	868	964	145	"Transitional"
"2"	4	873	967	176	"Transitional"
"3"	5	877	984	167	"Alive"
"4"	6	883.5	1002.5	141	"Alive"
"5"	7	887.5	1002.5	143	"Alive"
"6"	8	880	1003	159	"Alive"
"7"	9	849.5	1010	184	"Alive"
"8"	10	844	1004	218	"Alive"
"9"	11	842.5	1000.5	209	"Alive"
"10"	12	833	994	110	"Alive"
"11"	13	842	977	262	"Alive"
"12"	14	833	973	338	"Alive"
"13"	15	848.5	969	116	"Alive"
"14"	16	857.5	966.5	146	"Alive"
"15"	17	870	951.5	124	"Alive"
"16"	18	875	930	136	"Alive"
"17"	19	887	934	395	"Alive"
"18"	20	884.5	926.5	278	"Alive"
"19"	21	882	930.5	323	"Alive"
"20"	22	886.5	930.5	334	"Alive"
