"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	235	846	132	"Alive"
"2"	16	225	839.5	171	"Alive"
"3"	17	212	840	159	"Alive"
"4"	18	208	848.5	199	"Alive"
"5"	19	201	844	201	"Alive"
"6"	20	189	837	238	"Alive"
"7"	21	187.5	830	189	"Alive"
"8"	22	195	823.5	175	"Alive"
"9"	23	191	842.5	159	"Alive"
"10"	24	173.5	830.5	105	"Alive"
"11"	25	186	824.5	124	"Alive"
"12"	26	177	809.5	158	"Alive"
"13"	27	171	801.5	164	"Alive"
"14"	28	161.5	795.5	111	"Alive"
"15"	29	161	800	118	"Alive"
