"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	491.5	1052	196	"Alive"
"2"	15	468.5	1028.5	264	"Transitional"
"3"	16	481.5	1015	88	"Alive"
"4"	17	463.5	1028	150	"Alive"
"5"	18	468.5	1031.5	111	"Alive"
"6"	19	472	1031	199	"Alive"
"7"	20	476.5	1025.5	202	"Alive"
"8"	21	480	1029	192	"Alive"
"9"	22	473	1036.5	201	"Alive"
"10"	23	448.5	1040	120	"Alive"
"11"	24	450	1034	125	"Alive"
"12"	25	461	1024.5	129	"Alive"
"13"	26	472	1040.5	147	"Alive"
"14"	27	462.5	1026.5	155	"Alive"
"15"	28	467.5	1030	130	"Alive"
"16"	29	469.5	1026	139	"Alive"
"17"	30	466	1024.5	154	"Alive"
