"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1343	639	154	"Alive"
"2"	12	1354.5	635.5	183	"Alive"
"3"	13	1351.5	638	153	"Alive"
"4"	14	1342.5	623.5	164	"Alive"
"5"	15	1348	625.5	166	"Alive"
"6"	16	1344	626	108	"Alive"
"7"	17	1330	607.5	136	"Alive"
"8"	18	1338.5	613.5	123	"Alive"
"9"	19	1344.5	613.5	145	"Alive"
"10"	20	1327	635	109	"Alive"
"11"	21	1326.5	624.5	148	"Alive"
"12"	22	1320	615	188	"Alive"
"13"	23	1342.5	612	140	"Alive"
"14"	24	1359.5	603.5	184	"Alive"
"15"	25	1373	603	214	"Alive"
"16"	26	1367	594.5	192	"Alive"
"17"	27	1361.5	599.5	128	"Alive"
"18"	28	1366.5	598.5	192	"Alive"
"19"	29	1362.5	579.5	198	"Dead"
"20"	30	1373	575.5	292	"Dead"
"21"	31	1374	590.5	106	"Alive"
"22"	32	1370	576.5	174	"Dead"
"23"	33	1366	575	167	"Alive"
"24"	34	1387.5	572.5	139	"Alive"
"25"	35	1392.5	571.5	138	"Alive"
"26"	36	1396.5	572	122	"Alive"
