"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	632	437.5	203	"Alive"
"2"	16	622.5	454	162	"Alive"
"3"	17	635	435	155	"Alive"
"4"	18	611	430	113	"Alive"
"5"	19	614	424	162	"Alive"
"6"	20	616	433	163	"Alive"
"7"	21	619	447	194	"Alive"
"8"	22	632	429.5	167	"Alive"
"9"	23	636.5	436.5	201	"Alive"
"10"	24	632.5	423.5	132	"Alive"
"11"	25	630	415	153	"Alive"
"12"	26	627	418	136	"Alive"
"13"	27	620	412.5	124	"Alive"
"14"	28	613.5	403	167	"Alive"
"15"	29	617.5	406	145	"Alive"
"16"	30	625	412	129	"Alive"
"17"	31	629.5	409.5	131	"Alive"
"18"	32	626.5	405.5	134	"Alive"
"19"	33	622.5	412	159	"Alive"
"20"	34	618.5	409.5	147	"Alive"
