"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	612	611.5	262	"Alive"
"2"	7	620.5	623.5	323	"Transitional"
"3"	8	616	619.5	201	"Alive"
"4"	9	619.5	587.5	148	"Alive"
"5"	10	631.5	597.5	149	"Alive"
"6"	11	626.5	599	219	"Alive"
"7"	12	600.5	618.5	160	"Alive"
"8"	13	602.5	622	209	"Alive"
"9"	14	603	622.5	228	"Alive"
"10"	15	599.5	622.5	161	"Alive"
"11"	16	596	627.5	173	"Alive"
"12"	17	567	649.5	225	"Alive"
"13"	18	583.5	651.5	120	"Alive"
"14"	19	583	655.5	130	"Alive"
"15"	20	584.5	656	151	"Alive"
"16"	21	592	666.5	171	"Alive"
"17"	22	597	666	178	"Alive"
"18"	23	596.5	665	295	"Alive"
"19"	24	610	668	117	"Alive"
"20"	25	615	664	95	"Alive"
