"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	371	75	242	"Alive"
"2"	23	374	67	117	"Alive"
"3"	24	366.5	58	258	"Alive"
"4"	25	368	54.5	229	"Dead"
"5"	26	356.5	42	317	"Alive"
"6"	27	365	59	180	"Dead"
"7"	28	367	57	233	"Alive"
"8"	29	372.5	58	85	"Alive"
"9"	30	373	49	89	"Dead"
"10"	31	370.5	51.5	197	"Alive"
"11"	32	375.5	56.5	692	"Alive"
"12"	33	381.5	46.5	90	"Alive"
"13"	34	399.5	41	194	"Dead"
"14"	35	392.5	51.5	500	"Alive"
"15"	36	397	51.5	350	"Alive"
"16"	37	392.5	55	190	"Alive"
"17"	38	387.5	57	494	"Alive"
