"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	477.5	713.5	121	"Alive"
"2"	19	482.5	714.5	179	"Alive"
"3"	20	483	722.5	157	"Alive"
"4"	21	488	731.5	537	"Alive"
"5"	22	497.5	733	194	"Alive"
"6"	23	502.5	724	265	"Dead"
"7"	24	504	722	178	"Alive"
"8"	25	506.5	729	152	"Dead"
"9"	26	513	726.5	100	"Dead"
"10"	27	506.5	713	128	"Dead"
"11"	28	507	708.5	357	"Dead"
"12"	29	510.5	710.5	639	"Dead"
"13"	30	516.5	708	165	"Dead"
"14"	31	513.5	726	96	"Dead"
"15"	32	523	712	541	"Dead"
"16"	33	527	711.5	324	"Dead"
"17"	34	535.5	716.5	281	"Dead"
