"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	175	126.5	160	"Alive"
"2"	8	170	132.5	172	"Alive"
"3"	9	169.5	135	177	"Alive"
"4"	10	169	134.5	235	"Alive"
"5"	11	165.5	136	194	"Alive"
"6"	12	167.5	141.5	109	"Alive"
"7"	13	154.5	142.5	192	"Alive"
"8"	14	149	137.5	210	"Alive"
"9"	15	142	134.5	225	"Alive"
"10"	16	126	115	263	"Alive"
"11"	17	139.5	131	142	"Alive"
"12"	18	138	120	174	"Alive"
"13"	19	136.5	120	163	"Alive"
"14"	20	142	130	210	"Alive"
"15"	21	136	129.5	207	"Alive"
