"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	197	159.5	169	"Alive"
"2"	22	214.5	173	98	"Alive"
"3"	23	225.5	172.5	228	"Alive"
"4"	24	230.5	179	197	"Alive"
"5"	25	223	176	123	"Alive"
"6"	26	218.5	170	103	"Alive"
"7"	27	221	173.5	134	"Alive"
"8"	28	229.5	168	143	"Alive"
"9"	29	220.5	158.5	113	"Alive"
"10"	30	218.5	157	125	"Alive"
"11"	31	229	173	91	"Alive"
"12"	32	235.5	176.5	97	"Alive"
"13"	33	237	194.5	104	"Alive"
"14"	34	236.5	193	127	"Alive"
"15"	35	235	191	115	"Alive"
"16"	36	230	196	137	"Alive"
"17"	37	227	194	86	"Alive"
"18"	38	223	197	149	"Alive"
