"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	274	915.5	98	"Alive"
"2"	21	265.5	918.5	115	"Alive"
"3"	22	268	916	212	"Alive"
"4"	23	279.5	910.5	124	"Alive"
"5"	24	280.5	902	102	"Alive"
"6"	25	283	910	167	"Alive"
"7"	26	284	901	284	"Alive"
"8"	27	292.5	908.5	97	"Alive"
"9"	28	309	911.5	157	"Alive"
"10"	29	301	904	210	"Alive"
"11"	30	319	903.5	139	"Alive"
"12"	31	319.5	905.5	107	"Alive"
"13"	32	328	918.5	129	"Alive"
"14"	33	324	906	130	"Alive"
"15"	34	332	910.5	119	"Alive"
"16"	35	330.5	908	129	"Alive"
"17"	36	333	905.5	117	"Alive"
"18"	37	332.5	902.5	139	"Alive"
