"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	63.5	298	145	"Alive"
"2"	9	69.5	309.5	155	"Alive"
"3"	10	72	312	171	"Alive"
"4"	11	81	306	172	"Alive"
"5"	12	87.5	292.5	133	"Alive"
"6"	13	102	302.5	124	"Alive"
"7"	14	109.5	315.5	141	"Alive"
"8"	15	116.5	319.5	147	"Alive"
"9"	16	113.5	340.5	160	"Alive"
"10"	17	125	350.5	182	"Alive"
"11"	18	125.5	338.5	177	"Alive"
"12"	19	126	343.5	136	"Alive"
"13"	20	130	342.5	163	"Alive"
"14"	21	115.5	345	250	"Alive"
"15"	22	122.5	358.5	166	"Alive"
"16"	23	129	350	236	"Alive"
