"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1228.5	245	146	"Alive"
"2"	16	1216.5	244	197	"Alive"
"3"	17	1203.5	247.5	240	"Alive"
"4"	18	1184.5	254	90	"Dead"
"5"	19	1178.5	250	93	"Alive"
"6"	20	1174.5	253	117	"Dead"
"7"	21	1178	260	170	"Alive"
"8"	22	1176	260.5	126	"Alive"
"9"	23	1183	264	140	"Alive"
"10"	24	1179.5	276	110	"Alive"
"11"	25	1179.5	289.5	97	"Alive"
"12"	26	1173	294.5	119	"Alive"
"13"	27	1168.5	282	127	"Alive"
"14"	28	1167.5	281.5	132	"Alive"
"15"	29	1167	280	147	"Alive"
"16"	30	1165.5	276	111	"Alive"
"17"	31	1165.5	272	94	"Alive"
"18"	32	1165.5	271	132	"Alive"
"19"	33	1160.5	269.5	111	"Alive"
"20"	34	1164.5	262	89	"Alive"
"21"	35	1162	259	88	"Alive"
"22"	36	1169	279	115	"Alive"
"23"	37	1162.5	284.5	113	"Alive"
