"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	849.5	962.5	151	"Alive"
"2"	21	854.5	970	199	"Alive"
"3"	22	843	963.5	301	"Alive"
"4"	23	837	947	271	"Alive"
"5"	24	836.5	949.5	166	"Alive"
"6"	25	837	946	157	"Alive"
"7"	26	841	954	227	"Alive"
"8"	27	851.5	965	83	"Alive"
"9"	28	848	969.5	210	"Alive"
"10"	29	872.5	974	219	"Dead"
"11"	30	877	965	92	"Alive"
"12"	31	864.5	957	291	"Alive"
"13"	32	853	950.5	89	"Alive"
"14"	33	866.5	949	111	"Alive"
"15"	34	869.5	944	254	"Alive"
"16"	35	872.5	956.5	446	"Alive"
