"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	417.5	715.5	99	"Alive"
"2"	4	422	707	136	"Alive"
"3"	5	423.5	708	126	"Alive"
"4"	6	412.5	703.5	118	"Alive"
"5"	7	414.5	707	163	"Alive"
"6"	8	396.5	712.5	208	"Alive"
"7"	9	386.5	708	282	"Alive"
"8"	10	376.5	706	240	"Alive"
"9"	11	375	711.5	218	"Alive"
"10"	12	380.5	703	225	"Alive"
"11"	13	390	701.5	116	"Alive"
"12"	14	391	691	181	"Alive"
"13"	15	406.5	689	200	"Alive"
"14"	16	410.5	680.5	232	"Alive"
"15"	17	415.5	671	262	"Alive"
