"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	402.5	114	107	"Alive"
"2"	18	405	120.5	145	"Alive"
"3"	19	405.5	116.5	155	"Alive"
"4"	20	396	111.5	139	"Alive"
"5"	21	387.5	112.5	127	"Alive"
"6"	22	398.5	114	116	"Alive"
"7"	23	407	114	127	"Alive"
"8"	24	422	106.5	126	"Alive"
"9"	25	402.5	105.5	119	"Alive"
"10"	26	391	105	119	"Alive"
"11"	27	405.5	114	100	"Alive"
"12"	28	400.5	110	210	"Alive"
"13"	29	400	133.5	107	"Alive"
"14"	30	402.5	121.5	280	"Alive"
"15"	31	399.5	114.5	119	"Alive"
"16"	32	387.5	106	421	"Alive"
"17"	33	381.5	103.5	112	"Alive"
"18"	34	386.5	98	117	"Alive"
"19"	35	381.5	95.5	298	"Alive"
"20"	36	379	100	115	"Alive"
"21"	37	376	109.5	184	"Alive"
