"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	595	869.5	188	"Alive"
"2"	16	586	868.5	212	"Alive"
"3"	17	560.5	859.5	200	"Alive"
"4"	18	554.5	879.5	145	"Alive"
"5"	19	530.5	863	143	"Alive"
"6"	20	541	852.5	120	"Alive"
"7"	21	528.5	853.5	176	"Alive"
"8"	22	537.5	862.5	156	"Alive"
"9"	23	540	861	161	"Alive"
"10"	24	550.5	848	170	"Alive"
"11"	25	548	842	207	"Alive"
"12"	26	545.5	839	97	"Alive"
"13"	27	550.5	839	113	"Alive"
"14"	28	550.5	842	93	"Alive"
"15"	29	543.5	838	92	"Alive"
"16"	30	535	818.5	88	"Alive"
"17"	31	528	818	290	"Alive"
