"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1120	839	138	"Alive"
"2"	20	1126	823.5	152	"Alive"
"3"	21	1131	819	132	"Alive"
"4"	22	1132	818	157	"Alive"
"5"	23	1121.5	823	253	"Alive"
"6"	24	1130.5	830.5	122	"Alive"
"7"	25	1130	826.5	166	"Alive"
"8"	26	1132	830.5	156	"Alive"
"9"	27	1131	832	145	"Alive"
"10"	28	1133.5	831	129	"Alive"
"11"	29	1133.5	833	132	"Alive"
"12"	30	1131	835.5	173	"Alive"
"13"	31	1130.5	834	316	"Alive"
"14"	32	1139	830	81	"Alive"
"15"	33	1138.5	834	97	"Alive"
"16"	34	1138.5	835.5	99	"Alive"
