"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	738	18.5	243	"Dead"
"2"	23	741	14	167	"Alive"
"3"	24	746.5	15	132	"Alive"
"4"	25	748	22	122	"Alive"
"5"	26	745.5	18.5	197	"Alive"
"6"	27	736.5	25	187	"Alive"
"7"	28	743	31	208	"Alive"
"8"	29	749.5	45	93	"Alive"
"9"	30	750.5	34	100	"Alive"
"10"	31	750	35.5	114	"Alive"
"11"	32	752	30.5	101	"Alive"
"12"	33	745	14.5	297	"Alive"
"13"	34	742.5	13.5	223	"Alive"
"14"	35	745.5	13.5	162	"Alive"
"15"	36	731.5	32	57	"Alive"
"16"	37	715	23.5	85	"Alive"
