"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	868.5	867.5	137	"Alive"
"2"	3	901.5	858.5	174	"Alive"
"3"	4	895	859.5	128	"Alive"
"4"	5	901	855.5	128	"Alive"
"5"	6	904.5	857	193	"Alive"
"6"	7	908	857.5	248	"Alive"
"7"	8	937	877	151	"Alive"
"8"	9	955	850.5	142	"Alive"
"9"	10	959	843	153	"Alive"
"10"	11	952.5	852.5	113	"Alive"
"11"	12	963.5	846.5	154	"Alive"
"12"	13	975	846.5	151	"Alive"
"13"	14	978	838	182	"Alive"
"14"	15	967.5	818	192	"Alive"
"15"	16	976	809	297	"Alive"
"16"	17	974	794.5	111	"Alive"
"17"	18	964.5	801.5	134	"Alive"
"18"	19	973	798.5	137	"Alive"
"19"	20	970.5	800.5	132	"Alive"
"20"	21	967.5	809	184	"Alive"
"21"	22	980.5	801.5	320	"Alive"
