"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	860.5	707	120	"Alive"
"2"	16	868	706	153	"Alive"
"3"	17	876.5	708	221	"Alive"
"4"	18	863	704	163	"Alive"
"5"	19	861.5	696	126	"Alive"
"6"	20	874	687.5	132	"Alive"
"7"	21	872.5	691.5	108	"Alive"
"8"	22	871.5	685	126	"Alive"
"9"	23	872	681.5	135	"Alive"
"10"	24	873	686.5	130	"Alive"
"11"	25	866.5	679.5	175	"Alive"
"12"	26	857.5	674.5	107	"Alive"
"13"	27	858	672	91	"Alive"
"14"	28	867	686	144	"Dead"
"15"	29	863.5	685.5	104	"Dead"
"16"	30	872	684.5	131	"Alive"
"17"	31	873.5	673	164	"Alive"
"18"	32	875	673.5	225	"Alive"
"19"	33	884	668	256	"Alive"
"20"	34	885	666.5	315	"Alive"
