"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	447	383.5	139	"Alive"
"2"	17	451	380	136	"Alive"
"3"	18	447.5	382.5	160	"Alive"
"4"	19	434.5	386.5	120	"Alive"
"5"	20	445.5	393	123	"Alive"
"6"	21	452	400.5	153	"Alive"
"7"	22	457	388	140	"Alive"
"8"	23	453.5	383.5	296	"Alive"
"9"	24	449.5	378	167	"Alive"
"10"	25	448	398.5	119	"Alive"
"11"	26	453	398	105	"Alive"
"12"	27	451.5	397.5	102	"Alive"
"13"	28	451	397.5	113	"Alive"
"14"	29	455	402	159	"Alive"
"15"	30	457.5	405	110	"Alive"
"16"	31	460.5	409	147	"Alive"
"17"	32	461	408	102	"Alive"
"18"	33	447	396.5	210	"Alive"
"19"	34	450.5	399	247	"Dead"
