"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	549.5	171	160	"Alive"
"2"	5	565	183.5	186	"Alive"
"3"	6	574.5	193	161	"Alive"
"4"	7	592	200	216	"Alive"
"5"	8	598.5	207.5	227	"Alive"
"6"	9	614.5	213.5	216	"Alive"
"7"	10	630.5	223	221	"Alive"
"8"	11	604.5	203.5	123	"Alive"
"9"	12	608	210	140	"Alive"
"10"	13	615.5	221.5	184	"Alive"
"11"	14	623	228.5	169	"Alive"
"12"	15	615.5	221.5	179	"Alive"
"13"	16	621.5	212	138	"Alive"
"14"	17	604.5	210	151	"Alive"
"15"	18	603.5	207	154	"Alive"
"16"	19	606	223.5	107	"Alive"
"17"	20	602.5	213.5	138	"Alive"
"18"	21	610.5	234	145	"Alive"
"19"	22	615.5	227	201	"Alive"
"20"	23	613	227.5	97	"Alive"
"21"	24	607	231	199	"Dead"
"22"	25	607	234.5	208	"Dead"
"23"	26	615	248.5	245	"Alive"
"24"	27	609.5	248	255	"Alive"
"25"	28	626	251.5	154	"Alive"
"26"	29	624	265.5	114	"Dead"
"27"	30	625	271	240	"Alive"
"28"	31	625.5	274.5	131	"Dead"
"29"	32	631	293	131	"Dead"
"30"	33	631.5	283	296	"Dead"
"31"	34	626	279	224	"Dead"
"32"	35	631	275.5	174	"Dead"
"33"	36	626.5	279	109	"Dead"
