"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	1310	470	161	"Alive"
"2"	21	1320	472.5	104	"Alive"
"3"	22	1328.5	476.5	91	"Alive"
"4"	23	1320.5	483.5	106	"Alive"
"5"	24	1329	497.5	79	"Alive"
"6"	25	1327	498	108	"Alive"
"7"	26	1333	509	101	"Alive"
"8"	27	1334.5	502.5	116	"Alive"
"9"	28	1338	510.5	128	"Alive"
"10"	29	1334.5	515.5	114	"Alive"
"11"	30	1329.5	513	118	"Alive"
"12"	31	1325.5	507	119	"Alive"
"13"	32	1331.5	505	162	"Alive"
"14"	33	1328	495.5	79	"Alive"
"15"	34	1334	505	77	"Alive"
"16"	35	1338	501.5	94	"Alive"
"17"	36	1335	499	145	"Alive"
"18"	37	1339.5	502	158	"Alive"
"19"	38	1348	494.5	184	"Alive"
