"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	869	725.5	155	"Alive"
"2"	7	861	733	165	"Alive"
"3"	8	851	762	132	"Alive"
"4"	9	870.5	768	180	"Alive"
"5"	10	885.5	790	179	"Alive"
"6"	11	881.5	812.5	240	"Alive"
"7"	12	884.5	787	105	"Alive"
"8"	13	874	783	139	"Alive"
"9"	14	879.5	781	157	"Alive"
"10"	15	870	765	186	"Alive"
"11"	16	867.5	750.5	172	"Alive"
"12"	17	855.5	747.5	190	"Alive"
"13"	18	845.5	746.5	203	"Alive"
"14"	19	850.5	752	238	"Alive"
"15"	20	850.5	753	200	"Alive"
"16"	21	850	753.5	206	"Dead"
