"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	895	489.5	185	"Alive"
"2"	18	882.5	485.5	152	"Alive"
"3"	19	892	482	147	"Alive"
"4"	20	881.5	474.5	132	"Alive"
"5"	21	865	473.5	128	"Alive"
"6"	22	859	490	119	"Alive"
"7"	23	859	482	92	"Dead"
"8"	24	861	471.5	133	"Dead"
"9"	25	853.5	463.5	245	"Dead"
"10"	26	850	465	307	"Dead"
"11"	27	847	463	127	"Dead"
"12"	28	846.5	467.5	208	"Alive"
"13"	29	835	476	226	"Dead"
"14"	30	829.5	473.5	156	"Dead"
"15"	31	826	476.5	329	"Dead"
"16"	32	834	466	136	"Dead"
"17"	33	838	465.5	300	"Dead"
"18"	34	847.5	470.5	188	"Dead"
"19"	35	847.5	467	325	"Dead"
"20"	36	832.5	466	147	"Dead"
"21"	37	839	456	387	"Alive"
