"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1378	681	155	"Alive"
"2"	12	1377	681.5	164	"Alive"
"3"	13	1382	685	211	"Alive"
"4"	14	1385	682	173	"Alive"
"5"	15	1373	685	157	"Alive"
"6"	16	1369	692.5	168	"Alive"
"7"	17	1335.5	693	167	"Alive"
"8"	18	1330.5	701	159	"Alive"
"9"	19	1329	702	173	"Alive"
"10"	20	1326	706	189	"Alive"
"11"	21	1328.5	715	165	"Alive"
"12"	22	1330.5	723.5	103	"Alive"
"13"	23	1329	727.5	109	"Alive"
"14"	24	1336.5	725.5	119	"Alive"
"15"	25	1337.5	723.5	95	"Alive"
"16"	26	1333.5	726	123	"Alive"
