"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	398	125.5	110	"Alive"
"2"	24	401.5	131	137	"Alive"
"3"	25	395.5	124.5	116	"Alive"
"4"	26	389	126	137	"Alive"
"5"	27	394.5	142	111	"Alive"
"6"	28	392	146	106	"Alive"
"7"	29	391.5	139	133	"Alive"
"8"	30	380	142.5	183	"Alive"
"9"	31	378.5	147.5	140	"Alive"
"10"	32	380	146	239	"Alive"
"11"	33	378	151.5	103	"Alive"
"12"	34	383.5	152.5	125	"Dead"
"13"	35	387	161.5	126	"Dead"
"14"	36	387	158	124	"Dead"
"15"	37	384.5	158	252	"Alive"
