"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	347.5	525	117	"Alive"
"2"	8	350	533.5	120	"Alive"
"3"	9	349	539	148	"Alive"
"4"	10	365.5	540	166	"Alive"
"5"	11	374	538	204	"Alive"
"6"	12	381	546.5	396	"Alive"
"7"	13	377	549	140	"Alive"
"8"	14	354.5	558	106	"Alive"
"9"	15	355	558.5	125	"Alive"
"10"	16	362	558.5	154	"Alive"
"11"	17	378	550	168	"Alive"
"12"	18	385	572.5	148	"Alive"
"13"	19	383.5	571.5	171	"Alive"
"14"	20	387	571	166	"Alive"
"15"	21	378.5	575	181	"Alive"
"16"	22	378	550.5	146	"Alive"
"17"	23	370	553.5	145	"Alive"
"18"	24	367	549.5	135	"Alive"
"19"	25	368	554.5	123	"Alive"
"20"	26	372	560	150	"Alive"
"21"	27	366.5	558	190	"Alive"
"22"	28	368.5	561.5	186	"Alive"
"23"	29	362.5	558.5	102	"Alive"
