"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	880	697	141	"Dead"
"2"	5	883.5	698	181	"Dead"
"3"	6	885	695.5	201	"Dead"
"4"	7	879	698.5	147	"Dead"
"5"	8	863.5	693.5	145	"Dead"
"6"	9	906	711.5	116	"UnStained"
"7"	10	909	710.5	159	"UnStained"
"8"	11	908.5	715	106	"UnStained"
"9"	12	915.5	716.5	132	"Alive"
"10"	13	932	720.5	210	"Dead"
"11"	14	934.5	716	175	"UnStained"
"12"	15	950	712	148	"Alive"
"13"	16	966	708	154	"Alive"
"14"	17	987	723	302	"Alive"
"15"	18	993.5	706.5	158	"Alive"
