"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1380.5	143	237	"Alive"
"2"	20	1375	135	95	"Alive"
"3"	21	1386	136.5	101	"Alive"
"4"	22	1393.5	130.5	136	"Alive"
"5"	23	1405.5	121	74	"Alive"
"6"	24	1400.5	110.5	157	"Alive"
"7"	25	1405.5	117	165	"Alive"
"8"	26	1405.5	126.5	179	"Alive"
"9"	27	1402	133.5	205	"Alive"
"10"	28	1394	145.5	107	"Alive"
"11"	29	1380	139.5	82	"Alive"
"12"	30	1380	139	85	"Alive"
"13"	31	1381.5	136.5	131	"Alive"
"14"	32	1383	136.5	109	"Alive"
"15"	33	1398	143	104	"Alive"
"16"	34	1387	129.5	89	"Alive"
"17"	35	1381.5	121.5	83	"Alive"
"18"	36	1384	124.5	144	"Alive"
