"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	383	358	174	"Alive"
"2"	13	382.5	360	152	"Alive"
"3"	14	393	366.5	144	"Alive"
"4"	15	382	368.5	118	"Alive"
"5"	16	373.5	344.5	109	"Alive"
"6"	17	384.5	349	146	"Alive"
"7"	18	388.5	354	127	"Alive"
"8"	19	396	357	128	"Alive"
"9"	20	401.5	358.5	161	"Alive"
"10"	21	399.5	337	127	"Alive"
"11"	22	397	345	142	"Alive"
"12"	23	399.5	355	127	"Alive"
"13"	24	399	353.5	102	"Alive"
"14"	25	397.5	357.5	89	"Alive"
"15"	26	399.5	365	86	"Alive"
"16"	27	415.5	363	284	"Alive"
