"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	159.5	332	113	"Alive"
"2"	14	151.5	333	138	"Alive"
"3"	15	156	319	165	"Alive"
"4"	16	158	325.5	158	"Alive"
"5"	17	161.5	343.5	223	"Alive"
"6"	18	156.5	335.5	218	"Alive"
"7"	19	155	335	129	"Alive"
"8"	20	155	353.5	125	"Alive"
"9"	21	134.5	342	228	"Alive"
"10"	22	137.5	339	193	"Alive"
"11"	23	134.5	331.5	411	"Alive"
"12"	24	148.5	330.5	91	"Alive"
"13"	25	148.5	336	101	"Alive"
"14"	26	151.5	333.5	99	"Alive"
"15"	27	154.5	334	401	"Alive"
"16"	28	146	329.5	150	"Alive"
"17"	29	146	329	144	"Alive"
"18"	30	149	334.5	325	"Alive"
"19"	31	154	330	292	"Alive"
"20"	32	148.5	333.5	121	"Alive"
"21"	33	155	341	91	"Alive"
"22"	34	155.5	356	124	"Alive"
"23"	35	153	357	82	"Alive"
"24"	36	146.5	353.5	76	"Alive"
"25"	37	140	360.5	85	"Alive"
