"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	126	779.5	175	"Alive"
"2"	9	140	774.5	193	"Alive"
"3"	10	143	774.5	191	"Alive"
"4"	11	144	767	125	"Alive"
"5"	12	150.5	765	144	"Alive"
"6"	13	149	761.5	161	"Alive"
"7"	14	143	764.5	176	"Alive"
"8"	15	144.5	767.5	177	"Alive"
"9"	16	150.5	778	155	"Alive"
"10"	17	144	763	430	"Alive"
"11"	18	134.5	759.5	143	"Alive"
"12"	19	124	756	137	"Alive"
"13"	20	132	753.5	152	"Alive"
"14"	21	132.5	753	151	"Alive"
"15"	22	130	747	159	"Alive"
