"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	475	515.5	165	"Alive"
"2"	23	480	526	135	"Alive"
"3"	24	481.5	532.5	434	"Alive"
"4"	25	482	528	129	"Alive"
"5"	26	490.5	527	214	"Alive"
"6"	27	498	525.5	110	"Alive"
"7"	28	493.5	522	101	"Alive"
"8"	29	504.5	515.5	137	"Alive"
"9"	30	505.5	512	121	"Alive"
"10"	31	504.5	511	129	"Alive"
"11"	32	504	506	198	"Alive"
"12"	33	496	499	146	"Dead"
"13"	34	492	496.5	85	"Alive"
"14"	35	489	495	94	"Alive"
"15"	36	488	491.5	168	"Alive"
"16"	37	487	488	176	"Alive"
"17"	38	489	492.5	287	"Alive"
