"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	913.5	748.5	108	"Alive"
"2"	24	892	758	183	"Alive"
"3"	25	879.5	758	203	"Alive"
"4"	26	874.5	755.5	203	"Alive"
"5"	27	857	767	157	"Alive"
"6"	28	857	765	102	"Alive"
"7"	29	853.5	757	156	"Alive"
"8"	30	848.5	752	137	"Alive"
"9"	31	844	746.5	96	"Alive"
"10"	32	849.5	750.5	110	"Alive"
"11"	33	843.5	759	71	"Alive"
"12"	34	831	756	91	"Alive"
"13"	35	829	754.5	104	"Alive"
"14"	36	820	750	96	"Alive"
"15"	37	836	748	166	"Alive"
"16"	38	831.5	748	304	"Alive"
