"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	263.5	643.5	147	"Alive"
"2"	6	261.5	646.5	149	"Alive"
"3"	7	255.5	649.5	177	"Alive"
"4"	8	264	659	176	"Alive"
"5"	9	261.5	655.5	140	"Alive"
"6"	10	285	653.5	176	"Alive"
"7"	11	284	651	206	"Alive"
"8"	12	274.5	630	86	"Alive"
"9"	13	286	642	94	"Alive"
"10"	14	273.5	630	114	"Alive"
"11"	15	267.5	635.5	109	"Alive"
"12"	16	256	630.5	176	"Alive"
"13"	17	258.5	636.5	132	"Alive"
"14"	18	265	633	145	"Alive"
"15"	19	250.5	634	111	"Alive"
"16"	20	268	627.5	246	"Alive"
"17"	21	274.5	622.5	274	"Alive"
"18"	22	273	623	282	"Alive"
