"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	1207	90	158	"Alive"
"2"	6	1208.5	77.5	166	"Alive"
"3"	7	1198	97.5	156	"Alive"
"4"	8	1210	91	207	"Alive"
"5"	9	1206.5	102.5	168	"Alive"
"6"	10	1203.5	107.5	195	"Alive"
"7"	11	1210.5	114	225	"Alive"
"8"	12	1222.5	128	232	"Alive"
"9"	13	1236.5	165.5	165	"Alive"
"10"	14	1252	172	147	"Alive"
"11"	15	1260	177	156	"Alive"
"12"	16	1269.5	194.5	121	"Alive"
"13"	17	1281	207.5	148	"Alive"
"14"	18	1289.5	206.5	132	"Alive"
"15"	19	1287.5	197	125	"Alive"
"16"	20	1287.5	190.5	141	"Alive"
"17"	21	1281	195	141	"Alive"
"18"	22	1279.5	195	133	"Alive"
"19"	23	1276	196.5	120	"Alive"
"20"	24	1267	199.5	135	"Alive"
"21"	25	1284.5	211	147	"Alive"
